subject,file,link,lineno,PAR,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L431,431,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L449,449,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L461,461,0,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L479,479,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L490,490,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L505,505,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L524,524,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L536,536,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L544,544,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/effmpeg.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/effmpeg.py#L553,553,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/cli.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/cli.py#L13,13,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/cli.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/cli.py#L18,18,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/effmpeg/cli.py,https://github.com/deepfakes/faceswap/blame/master/tools/effmpeg/cli.py#L34,34,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/cli.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/cli.py#L12,12,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/cli.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/cli.py#L18,18,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L49,49,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L67,67,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L73,73,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L79,79,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L86,86,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L92,92,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L98,98,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L105,105,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L111,111,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L117,117,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L123,123,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L132,132,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L137,137,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L142,142,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L146,146,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L156,156,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L160,160,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L178,178,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L199,199,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L242,242,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L256,256,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L267,267,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L285,285,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L315,315,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L331,331,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L351,351,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L384,384,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L421,421,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L428,428,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L444,444,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L461,461,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L487,487,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L498,498,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L509,509,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L520,520,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L541,541,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L555,555,6,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L580,580,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L597,597,7,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L629,629,7,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L673,673,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L701,701,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L724,724,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L745,745,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L765,765,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L795,795,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L824,824,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L848,848,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L854,854,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L874,874,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L879,879,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L885,885,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L918,918,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L938,938,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L975,975,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L997,997,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/detected_faces.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/detected_faces.py#L1019,1019,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L31,31,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L53,53,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L62,62,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L73,73,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L81,81,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L94,94,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L100,100,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L105,105,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L110,110,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L116,116,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L121,121,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L127,127,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L139,139,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L155,155,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L184,184,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L191,191,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/tools/manual/frameviewer/editor/_base.py,https://github.com/deepfakes/faceswap/blame/master/tools/manual/frameviewer/editor/_base.py#L205,205,6,1,1,1,True
